gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action,most_frequent_action_type,most_frequent_action_detail,most_frequent_device_type,most_frequent_secs_elapsed
0,45,0,0,5,5,7,6,2,3,6,US,114,3,75,6,164.0
2,35,1,0,5,7,7,6,2,6,6,NDF,24,0,0,8,1151.0
2,34,1,12,5,0,11,0,3,3,6,NDF,4,0,0,0,551.0
1,41,1,12,5,0,11,0,3,3,6,NDF,4,0,0,0,132.0
1,27,1,0,5,2,3,6,2,3,6,NDF,114,7,13,6,12.0
1,27,1,0,5,2,3,0,2,3,6,NDF,110,2,73,6,15.0
0,70,0,0,5,6,7,3,2,7,17,other,15,2,11,10,27.0
1,37,0,0,5,5,7,0,2,3,23,NDF,114,3,73,6,46.0
2,28,1,0,5,5,7,3,2,6,6,US,48,7,0,8,304.0
2,39,1,0,5,2,3,6,2,3,6,NDF,24,3,25,6,4403.0
2,34,0,0,5,2,3,6,2,3,6,US,85,0,0,6,0.0
2,34,0,0,5,2,3,6,2,3,23,other,114,3,75,6,2.0
0,26,0,0,5,1,7,3,2,6,11,US,114,7,59,8,163.0
2,33,1,12,5,0,11,0,3,3,23,other,4,0,0,0,151.0
0,29,0,0,5,2,3,0,2,6,11,US,114,7,43,8,12.0
1,51,0,0,23,6,7,3,2,7,17,NDF,114,3,14,10,177.0
1,48,1,0,5,2,3,6,2,3,10,NDF,24,6,32,6,2224.0
0,40,0,0,5,2,3,0,2,3,23,other,15,2,11,6,5.0
1,28,1,0,5,3,11,5,2,7,17,US,22,3,14,10,6.0
2,31,0,0,5,2,3,6,2,3,6,US,110,2,73,6,61.0
2,32,0,0,5,5,7,6,2,3,23,US,106,7,0,6,0.0
1,27,1,0,5,2,3,6,2,3,6,US,110,2,73,6,145.0
2,32,0,0,5,2,3,5,2,6,6,US,106,7,45,6,0.0
2,32,1,12,5,0,11,3,3,6,11,NDF,4,0,0,0,621.0
1,25,1,0,5,2,3,0,2,3,23,NL,24,7,32,6,3.0
1,27,0,0,5,2,3,6,2,6,10,US,48,0,0,8,56.0
1,28,0,0,5,2,3,6,2,6,6,NDF,78,0,0,8,131.0
2,19,0,0,5,5,7,3,2,3,23,US,110,2,73,6,60.0
1,18,0,0,5,2,3,6,2,3,10,NDF,3,0,0,6,220.0
1,52,0,0,5,6,7,3,2,7,17,US,114,3,43,10,6.0
1,21,1,12,5,0,11,6,3,8,0,NDF,114,7,68,11,3.0
2,43,1,0,5,6,7,3,2,6,11,NDF,62,7,73,8,86.0
2,36,1,0,5,7,7,0,2,6,6,DE,70,2,73,8,12.0
2,23,1,12,5,0,11,3,3,3,10,NDF,4,0,0,0,159.0
1,52,0,0,5,2,3,6,2,3,23,NDF,131,6,0,6,344.0
2,36,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,191.0
1,23,0,0,5,7,5,6,2,3,23,DE,87,3,75,6,27.0
1,28,1,12,5,0,11,6,3,8,0,NDF,114,7,68,11,22.0
0,24,0,0,5,7,7,5,2,3,6,FR,15,2,11,6,9.0
2,20,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,541.0
2,26,1,12,5,0,11,6,3,8,17,NDF,4,0,0,0,507.0
2,36,1,12,5,0,11,6,3,3,6,NDF,4,0,0,0,147.0
1,44,1,12,5,0,11,6,0,4,0,NDF,35,7,72,1,171.0
1,25,0,0,5,5,7,3,2,3,23,NDF,114,7,73,6,23.0
2,22,1,12,5,0,11,0,3,3,23,NDF,4,0,0,0,500.0
2,40,0,24,5,2,3,6,1,8,17,NDF,48,0,0,11,908.0
1,30,0,0,5,2,3,6,2,1,11,US,114,7,59,7,87.0
2,29,0,0,5,2,3,0,2,6,10,US,21,6,4,8,503.0
1,60,1,0,5,4,7,3,2,6,6,NDF,114,3,73,8,15.0
2,36,0,0,5,4,7,6,2,3,3,US,110,2,73,6,30.0
1,43,1,0,5,2,3,0,2,3,23,NDF,22,2,13,6,495.0
1,22,0,0,5,2,3,0,2,3,6,US,70,2,73,6,57.0
2,27,1,12,5,0,11,6,3,7,17,NDF,4,0,0,0,510.0
1,45,0,0,5,2,3,6,2,3,10,US,131,6,63,6,95.0
2,36,0,0,5,2,3,5,2,3,10,NDF,131,6,63,6,2739.0
1,30,0,0,5,2,3,0,2,3,23,US,106,7,45,6,0.0
2,36,1,0,5,7,7,0,2,6,6,NDF,110,2,73,8,21.0
1,28,1,0,5,2,3,3,2,3,6,NDF,131,2,73,6,35.0
1,25,0,0,5,6,7,3,2,6,6,US,110,2,73,8,3.0
0,42,0,0,5,2,3,6,2,3,23,other,114,3,75,6,41.0
2,37,1,0,5,2,3,0,2,3,10,US,106,7,45,6,0.0
1,38,0,0,5,6,7,3,2,3,6,NDF,131,6,63,6,25.0
1,30,1,0,5,2,3,6,2,3,6,NDF,24,6,32,6,32.0
2,57,0,0,5,2,3,6,2,6,11,NDF,114,7,73,8,8.0
1,41,1,0,5,2,3,0,2,3,23,NDF,48,7,0,6,22.0
2,53,0,0,5,2,3,0,2,6,11,NDF,114,3,11,8,173.0
1,23,1,0,5,2,3,0,2,3,6,US,24,0,0,6,79.0
2,57,0,0,5,2,3,6,2,3,10,US,85,0,0,6,29.0
2,25,0,0,5,2,3,6,2,3,6,US,114,7,57,6,125.0
2,30,0,0,5,2,3,6,2,3,10,US,13,0,0,6,567.0
2,25,1,0,5,7,5,6,2,3,23,US,62,7,73,6,442.0
1,63,0,0,5,6,7,3,2,6,11,NDF,15,2,11,8,43.0
1,36,1,0,7,6,7,3,2,3,23,US,114,7,0,6,5459.0
1,22,0,25,5,2,3,0,3,3,6,US,114,3,75,6,48.0
0,19,0,0,5,5,7,5,2,3,23,NDF,114,3,43,6,40.0
0,19,0,0,5,2,3,6,2,6,6,US,114,3,75,8,16.0
2,28,0,0,5,2,3,0,2,3,23,other,114,0,0,6,24.0
2,27,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,598.0
1,33,0,24,5,2,3,3,1,7,17,US,43,6,56,0,0.0
0,37,0,0,5,2,3,6,2,6,10,US,13,0,0,8,440.0
1,24,1,0,8,2,3,0,2,3,6,NDF,114,2,11,6,73.0
1,35,1,0,5,2,3,6,2,3,6,NDF,3,7,0,6,248.0
1,57,0,0,5,2,3,0,2,6,6,NDF,131,6,63,8,4.0
1,38,1,0,5,6,7,3,2,6,6,other,114,3,75,8,4.0
1,23,0,0,5,4,7,6,2,3,23,FR,114,3,59,6,71.0
1,31,0,0,5,2,3,6,2,3,6,US,114,7,0,6,27.0
1,32,1,0,5,2,3,6,2,6,11,other,24,0,0,8,403.0
2,27,0,0,5,2,3,0,2,3,23,FR,114,2,73,6,7.0
2,25,1,0,5,2,3,6,2,3,10,NDF,24,2,32,6,0.0
2,29,1,0,5,2,3,0,2,6,10,NDF,110,2,73,8,72.0
0,29,0,0,5,5,7,3,2,6,6,IT,7,2,0,8,21.0
2,41,1,0,5,5,7,3,2,6,11,NDF,87,3,75,8,0.0
1,32,1,0,5,2,3,6,2,6,6,NDF,127,7,0,8,7.0
0,26,0,0,5,7,7,0,2,3,6,other,114,3,75,6,23.0
2,31,1,0,5,2,3,0,2,3,23,other,131,6,63,6,46.0
0,23,0,24,5,3,11,0,1,6,6,US,43,6,56,0,0.0
1,31,0,0,5,2,3,0,2,3,23,NDF,131,6,63,6,39.0
1,74,0,0,5,5,7,0,2,6,11,US,70,2,0,8,8.0
2,51,0,0,5,2,3,6,2,3,6,NDF,43,6,0,6,670.0
2,51,0,0,5,2,3,6,2,6,10,NDF,131,6,63,8,9.0
1,42,0,0,5,2,3,6,2,6,6,US,70,2,73,8,2.0
0,49,0,0,5,5,7,6,2,3,23,NDF,131,7,63,6,22.0
2,22,0,0,5,7,7,6,2,3,6,US,37,3,13,6,349.0
1,35,0,0,5,5,7,3,2,3,23,US,70,2,73,6,39.0
2,47,1,0,5,6,7,3,2,3,23,NDF,114,7,75,6,4.0
2,27,1,0,5,2,3,6,2,3,10,DE,70,7,0,6,14.0
0,31,0,0,5,3,11,2,2,3,10,US,37,3,0,6,451.0
1,28,1,0,5,5,7,3,2,6,10,IT,114,3,75,8,2219.0
1,32,0,0,5,2,3,6,2,6,6,US,114,7,0,8,24.0
0,27,1,0,5,2,3,6,2,6,6,NDF,24,6,32,8,79.0
2,30,1,0,5,2,3,6,2,6,10,US,87,3,73,8,115.0
0,26,0,0,5,2,3,6,2,3,6,US,85,0,0,6,0.0
0,77,0,0,5,5,7,3,2,6,11,NDF,131,6,63,8,62.0
2,18,0,0,5,2,3,6,2,6,11,US,131,6,64,8,64.0
1,27,1,0,5,7,7,0,2,3,6,US,114,3,11,6,114.0
2,26,1,0,5,7,7,0,2,6,6,US,114,3,0,8,18.0
2,20,1,12,6,0,11,6,3,4,0,US,4,0,0,0,203.0
2,30,1,0,5,7,7,0,2,6,6,NDF,110,2,73,8,301.0
2,29,0,25,5,2,3,6,3,8,17,US,85,1,47,11,0.0
0,58,0,0,5,5,7,3,2,3,10,NDF,60,0,0,6,358.0
0,28,0,0,5,2,3,6,2,6,6,US,22,6,14,8,853.0
2,25,1,0,5,4,7,0,2,6,6,NDF,114,2,73,8,206.0
2,25,0,0,5,2,3,0,2,6,6,NDF,106,7,0,8,112.0
0,39,0,0,5,2,3,0,2,3,6,US,22,2,13,11,310.0
1,35,1,0,5,7,7,0,2,6,6,NDF,62,2,73,8,746.0
2,28,1,12,5,0,11,6,1,8,0,AU,4,0,0,0,200.0
1,27,1,0,5,2,3,6,2,3,6,US,114,7,37,6,27.0
2,40,0,0,5,2,3,0,2,3,10,DE,114,3,75,6,15.0
1,27,1,0,5,2,3,0,2,7,17,NDF,114,3,73,10,4.0
2,49,0,0,5,2,3,6,2,3,23,NDF,48,0,0,6,39.0
1,30,0,0,5,2,3,0,2,6,10,US,114,7,0,8,0.0
2,36,0,24,5,2,3,3,1,7,17,NDF,114,7,43,10,10.0
0,28,0,0,5,2,3,6,2,6,10,US,114,2,11,8,14.0
1,37,1,12,5,0,11,6,3,8,0,US,4,0,0,0,960.0
1,26,0,0,12,6,7,0,2,6,10,IT,114,7,11,8,278.0
2,31,0,0,5,2,3,6,2,6,6,US,70,2,73,8,4.0
2,40,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,513.0
1,28,1,0,5,2,3,0,2,6,6,GB,24,6,32,8,209.0
2,22,1,12,5,0,11,0,3,3,23,US,4,0,0,0,148.0
2,31,0,23,5,2,3,6,0,4,0,NDF,114,7,0,1,4.0
0,44,0,0,5,2,3,6,2,6,11,US,87,0,0,10,3.0
1,73,1,0,5,6,7,3,2,6,10,NDF,24,0,0,8,433.0
2,41,1,0,5,5,7,3,2,6,11,NDF,114,2,14,8,20.0
1,38,0,0,5,2,3,0,2,6,11,other,114,7,43,8,172.0
1,37,0,0,5,5,7,0,2,3,23,US,114,0,0,6,694.0
2,25,1,0,5,2,3,6,2,3,23,US,114,3,75,6,20.0
2,40,1,0,5,2,3,6,2,3,6,NDF,70,2,73,6,71.0
1,50,0,0,5,2,3,6,2,6,11,US,22,4,14,8,268.0
0,36,0,0,5,2,3,0,2,6,11,US,110,2,73,8,0.0
0,34,0,0,5,7,7,6,2,6,6,US,114,2,11,8,19.0
2,35,0,0,5,2,3,0,2,3,10,US,114,7,0,6,88.0
0,27,0,0,5,2,3,0,2,3,10,NDF,36,0,0,6,1033.0
1,26,1,0,5,6,7,3,2,3,6,other,62,6,0,6,68.0
2,23,1,0,5,2,3,6,2,6,6,NDF,114,2,14,8,0.0
1,21,0,0,5,3,12,5,2,3,6,US,53,0,0,6,3.0
1,36,0,0,5,2,3,6,2,6,6,US,114,3,75,8,9.0
1,36,0,0,5,2,3,3,2,7,17,ES,62,7,73,8,236.0
2,27,1,0,5,2,3,6,2,6,6,other,114,3,73,8,14.0
1,29,0,0,5,7,7,0,2,3,6,NDF,62,7,73,6,11.0
2,40,0,0,5,7,7,0,2,3,6,US,114,7,75,6,74.0
2,33,0,0,5,2,3,6,2,3,23,US,131,6,63,6,26.0
2,37,1,0,5,2,3,0,2,3,23,US,24,3,32,6,0.0
2,31,0,0,5,2,3,6,2,3,6,NDF,37,2,13,6,565.0
0,66,0,0,5,2,3,6,2,7,17,US,114,2,0,10,1801.0
2,36,1,0,5,2,3,6,2,6,6,NDF,24,0,0,8,215.0
2,37,0,23,5,2,3,6,0,4,0,other,4,0,0,1,6.0
0,29,0,0,5,5,7,3,2,3,6,other,114,0,0,6,72.0
2,29,1,0,5,2,3,5,2,3,23,NDF,114,3,73,6,50.0
0,28,0,0,5,2,3,6,2,6,6,other,127,3,75,8,3.0
1,44,1,0,5,2,3,0,2,6,10,CA,87,3,75,8,40.0
1,42,0,0,5,5,7,3,2,3,23,NDF,114,7,73,6,7.0
2,59,1,0,5,2,3,0,2,7,17,NDF,87,3,75,10,23.0
1,36,0,0,5,2,3,0,2,6,6,ES,22,4,14,8,671.0
2,36,0,0,5,2,3,6,2,3,6,NDF,13,0,0,6,4.0
1,32,0,0,5,2,3,0,2,3,23,US,106,7,37,6,114.0
2,31,1,12,5,0,11,0,3,6,6,NDF,4,0,0,0,153.0
0,36,0,24,5,2,3,0,1,3,23,US,114,3,73,0,70.0
2,28,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,481.0
1,44,1,0,6,1,7,3,2,3,23,NDF,114,3,25,6,72.0
1,24,1,0,5,2,3,0,2,3,6,NDF,87,3,75,6,79.0
0,42,0,0,5,2,3,0,2,3,23,US,114,7,63,6,1.0
0,27,0,0,5,2,3,3,2,3,6,NDF,114,2,73,6,1.0
1,38,1,0,5,7,7,0,2,6,6,other,110,2,73,8,0.0
1,21,0,0,5,7,5,6,2,3,23,US,114,7,11,6,23.0
2,69,1,12,5,0,11,6,0,4,0,other,114,0,0,1,163.0
2,20,1,0,5,3,6,5,2,6,10,NDF,127,3,25,8,1.0
2,55,0,0,5,2,3,3,2,3,23,NDF,131,6,63,6,525.0
1,44,1,0,5,5,7,3,2,6,6,FR,114,3,75,8,6.0
1,33,0,0,5,2,3,6,2,3,23,NDF,110,2,73,6,93.0
1,25,0,0,5,7,5,0,2,6,11,US,43,3,19,8,14917.0
2,34,1,12,5,0,11,6,0,4,0,NDF,25,0,0,1,59.0
2,32,1,0,5,5,7,3,2,3,10,NDF,24,3,25,11,510.0
1,25,0,0,5,5,7,6,2,3,23,US,114,7,75,6,9.0
0,33,0,0,5,2,3,6,2,8,0,US,48,7,0,8,0.0
2,31,1,12,5,0,11,0,3,8,17,NDF,4,0,0,0,139.0
2,34,1,0,5,2,3,0,2,3,23,GB,114,0,0,6,90.0
1,26,1,0,5,2,3,0,2,3,23,NDF,70,3,73,6,2.0
0,53,0,0,5,6,7,3,2,6,11,IT,70,2,75,8,20.0
1,26,1,0,5,2,3,6,2,3,6,NDF,114,3,75,6,24.0
1,33,1,0,5,2,3,6,2,3,23,NDF,114,7,0,6,70.0
1,30,0,0,5,2,3,0,2,3,23,US,114,7,11,6,16118.0
1,25,1,12,5,0,11,6,3,8,17,US,4,0,0,11,151.0
1,25,0,0,5,2,3,6,2,6,6,US,114,0,0,8,37.0
0,41,0,0,5,5,7,6,2,7,17,US,114,3,75,10,30.0
0,37,0,0,5,6,7,3,2,6,10,US,43,6,36,8,1000.0
2,29,1,0,5,5,7,3,2,6,6,NDF,114,3,75,8,8.0
2,49,1,0,5,2,3,0,2,7,17,US,114,2,75,10,12.0
2,40,1,0,5,2,3,6,2,6,6,US,15,2,11,8,5.0
1,23,1,0,5,2,3,6,2,3,23,US,127,3,25,6,0.0
1,25,0,0,5,2,3,6,2,3,23,FR,114,3,73,6,6.0
2,28,0,0,5,2,3,3,2,6,11,NDF,119,3,59,8,159.0
2,34,1,0,5,2,3,3,2,6,10,US,114,7,32,8,63.0
1,31,1,0,5,2,3,6,2,3,23,US,15,2,11,6,10.0
1,28,1,0,5,2,3,0,2,3,23,US,114,3,14,6,63.0
1,41,1,12,5,0,11,0,3,8,17,NDF,4,0,0,0,502.0
1,22,1,0,5,2,3,0,2,6,6,US,114,3,59,8,11.0
2,29,0,0,5,4,7,0,2,6,6,ES,110,2,73,8,42.0
0,45,1,0,5,1,7,3,2,6,6,NDF,114,3,75,8,30.0
2,42,0,0,5,2,3,6,2,3,10,NDF,127,0,0,6,35.0
1,30,1,0,5,2,3,6,2,3,10,NDF,114,3,0,6,1169.0
1,26,0,0,5,5,7,3,2,3,23,US,114,2,73,6,81.0
1,37,0,0,5,2,3,6,2,6,10,US,106,6,45,8,0.0
2,24,0,0,5,2,3,0,2,3,6,NDF,45,7,0,6,58.0
1,29,1,0,5,6,7,3,2,6,10,NDF,87,3,73,8,8.0
2,31,0,23,5,2,3,3,0,6,6,US,109,2,73,1,53.0
1,23,1,12,5,0,11,0,3,3,23,NDF,4,0,0,0,163.0
1,26,1,0,6,6,7,3,2,7,17,NDF,114,3,11,10,47.0
0,36,0,23,5,2,3,6,0,4,0,US,114,7,0,1,900.0
1,31,1,0,14,2,3,0,2,6,6,US,15,2,11,8,10.0
0,57,0,0,5,2,3,6,2,3,23,NDF,131,6,63,6,19.0
0,24,0,0,5,2,3,6,2,3,6,US,114,3,0,6,34.0
1,62,0,0,5,5,7,3,2,6,6,FR,15,2,11,8,1.0
0,34,0,0,5,2,3,6,2,6,6,ES,114,2,73,8,11.0
2,34,1,0,5,2,3,6,2,3,6,FR,114,3,75,6,5.0
1,38,0,25,5,2,3,6,3,3,10,NDF,4,0,0,0,0.0
1,36,1,0,5,5,7,0,2,7,17,NDF,110,2,73,10,9.0
2,44,1,0,5,2,3,6,2,6,10,US,70,2,73,8,15.0
1,28,1,0,5,2,3,0,2,6,6,US,114,7,0,8,571.0
2,20,1,12,5,0,11,6,3,8,0,NDF,114,0,0,11,70.0
1,24,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,157.0
2,25,0,24,5,2,3,6,1,6,11,US,43,0,0,0,788.0
1,28,1,0,5,2,3,6,2,7,17,NDF,87,3,0,10,2.0
1,28,1,0,5,2,3,6,2,3,6,US,24,0,0,6,4406.0
2,27,1,0,5,2,3,6,2,3,6,US,24,7,0,6,126.0
1,44,0,0,5,2,3,3,2,6,10,US,70,2,73,8,662.0
0,31,0,23,5,2,3,6,0,4,0,CA,114,7,0,1,18.0
1,57,0,0,18,2,3,6,2,6,6,NDF,131,6,63,8,1.0
1,36,0,0,5,5,7,3,2,3,23,US,114,7,75,6,11.0
1,42,0,0,5,2,3,5,2,6,10,GB,62,7,0,6,186.0
2,28,1,12,5,0,11,6,1,6,11,US,127,0,0,8,28.0
0,73,0,0,5,2,3,6,2,3,23,US,114,2,73,6,416.0
1,43,0,0,5,2,3,6,2,6,11,US,131,6,63,8,463.0
2,29,1,12,5,0,11,6,3,3,23,US,4,0,0,0,472.0
1,30,0,0,5,5,7,6,2,3,10,US,60,0,0,6,341.0
2,34,1,0,5,2,3,6,2,6,6,NDF,70,2,73,8,28.0
2,31,1,0,5,5,7,3,2,6,6,NDF,131,6,63,8,36.0
2,75,0,0,5,2,3,6,2,6,10,NDF,114,0,0,8,3.0
2,30,0,0,5,2,3,6,2,6,6,US,110,7,73,8,0.0
1,26,0,0,5,2,3,0,2,6,6,NDF,114,7,0,8,18.0
2,54,0,0,5,5,7,0,2,6,10,other,114,3,75,8,11.0
2,36,0,12,5,0,11,6,0,4,0,US,109,2,0,1,39.0
1,46,0,0,5,2,3,6,2,3,6,NDF,3,7,0,6,94.0
1,46,0,0,5,2,3,6,2,6,11,US,43,7,0,8,31.0
0,27,0,0,5,2,3,6,2,3,23,US,114,7,73,6,14.0
1,32,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,166.0
2,35,1,0,14,7,7,0,2,6,6,US,87,3,75,8,68.0
1,31,1,0,5,5,7,0,2,6,6,DE,114,3,75,8,2.0
2,58,1,0,5,2,3,6,2,3,10,NDF,62,7,0,6,80.0
2,26,0,0,5,2,3,0,2,6,6,US,48,0,0,8,119.0
1,35,1,0,5,5,7,3,2,3,6,NDF,114,3,11,6,24.0
0,19,0,25,5,2,3,6,3,8,0,NDF,4,0,0,0,0.0
1,34,1,0,5,5,7,3,2,3,10,ES,45,7,0,6,69.0
1,24,1,0,5,1,7,3,2,3,6,NDF,110,2,73,6,479.0
2,29,1,12,5,0,11,6,3,8,0,NDF,69,0,0,6,413.0
2,36,1,12,5,0,11,0,3,3,10,NDF,4,0,0,0,528.0
1,36,0,0,5,2,3,0,2,6,10,ES,70,2,73,8,10.0
1,55,0,0,5,5,7,6,2,3,23,NDF,43,3,0,6,4.0
2,47,1,0,5,2,3,6,2,3,10,NDF,22,2,13,6,597.0
2,31,1,0,5,2,3,0,2,6,10,other,87,3,75,8,33.0
1,41,1,0,5,2,3,6,2,3,10,US,36,0,0,6,763.0
0,42,0,0,5,5,7,3,2,7,17,US,114,3,73,10,80.0
2,39,1,0,5,2,3,0,2,6,6,NDF,114,2,73,8,59.0
2,32,0,0,5,2,3,6,2,3,23,US,114,2,11,6,107.0
2,21,0,0,5,7,5,0,2,6,6,FR,52,0,0,8,20.0
0,52,0,0,5,2,3,6,2,6,6,NDF,43,3,19,8,3474.0
1,67,0,0,5,5,7,3,2,3,6,US,106,7,45,6,0.0
2,21,1,12,5,0,11,6,3,3,6,NDF,4,0,0,0,187.0
1,69,0,0,5,5,7,6,2,3,10,US,43,7,45,6,0.0
0,32,0,0,5,2,3,6,2,3,10,NL,48,7,0,6,352.0
2,32,1,12,5,0,11,6,3,6,6,US,4,0,0,0,154.0
1,70,0,0,5,5,7,6,2,6,10,US,43,6,19,8,6.0
1,31,1,12,5,0,11,6,3,8,0,NDF,4,0,0,0,545.0
2,24,1,0,5,1,7,3,2,6,10,NDF,24,3,25,8,119.0
1,27,1,0,5,1,7,0,2,3,23,NDF,114,2,73,6,14.0
2,26,0,8,5,2,3,6,2,8,17,NDF,62,3,53,0,1037.0
1,34,1,0,5,2,3,6,2,6,6,US,87,7,73,8,1.0
2,31,0,0,5,7,5,0,2,6,10,other,106,7,0,8,0.0
1,33,0,0,5,2,3,3,2,7,17,US,114,2,11,10,23.0
1,64,0,0,5,5,7,3,2,3,23,US,114,7,43,6,92.0
1,33,1,0,5,2,3,0,2,3,6,US,114,7,0,6,0.0
0,26,0,0,5,7,7,0,2,3,6,NDF,114,2,73,6,1.0
2,36,1,0,5,6,7,3,2,6,6,NDF,114,2,11,8,48.0
1,26,0,0,5,2,3,0,2,6,6,US,114,3,75,8,87.0
1,32,1,0,5,2,3,6,2,3,10,NDF,114,3,75,6,22.0
1,27,1,12,5,0,11,6,0,4,0,NDF,114,0,0,1,99.0
2,41,1,0,5,2,3,3,2,3,23,NDF,15,7,0,6,7.0
2,26,0,23,5,2,3,6,0,4,0,NDF,4,6,0,1,376.0
2,43,0,0,5,1,7,3,2,6,10,NDF,114,0,0,8,47.0
1,25,0,0,5,5,7,3,2,3,6,US,114,7,0,6,2.0
0,35,0,0,5,2,3,6,2,6,11,IT,15,3,11,8,142.0
1,42,1,0,5,6,7,3,2,6,11,US,87,3,75,8,206.0
2,35,1,0,5,6,7,0,2,6,6,NDF,114,2,73,8,76.0
0,31,0,0,5,3,12,5,2,3,10,US,21,0,0,6,0.0
2,23,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,167.0
2,26,1,0,5,2,3,6,2,3,6,US,114,7,43,6,0.0
2,38,0,0,5,5,7,3,2,6,10,US,22,0,0,8,106.0
2,26,1,12,5,0,11,6,3,8,17,other,4,0,0,0,135.0
1,34,0,0,5,5,7,3,2,6,10,other,114,0,0,8,32.0
2,43,1,12,5,0,11,0,3,3,23,US,4,0,0,0,137.0
1,30,0,0,5,2,3,6,2,3,23,US,114,7,43,6,25.0
2,34,1,0,5,2,3,6,2,7,17,US,24,3,32,10,378.0
2,29,0,0,5,6,13,0,2,6,6,other,11,0,0,8,23.0
1,23,1,12,23,0,11,6,3,8,0,NDF,114,7,0,11,42.0
1,54,0,0,5,5,7,3,2,3,6,US,22,4,14,6,778.0
1,48,1,0,5,2,3,6,2,7,17,NDF,43,0,0,10,54.0
2,62,0,0,5,5,7,3,2,6,6,US,114,3,75,8,40.0
2,26,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,580.0
1,29,1,12,5,0,11,6,3,3,23,US,4,0,0,0,5270.0
0,34,0,0,5,2,3,0,2,6,10,US,43,6,0,8,21.0
2,26,0,0,5,5,7,3,2,3,6,NDF,110,2,73,6,194.0
1,49,1,0,5,1,7,3,2,3,23,NDF,114,3,43,6,70.0
0,53,0,0,5,5,7,3,2,3,23,US,70,2,73,8,76.0
1,63,0,0,5,5,7,3,2,6,10,NDF,11,0,0,8,51.0
2,33,0,23,5,2,3,6,0,4,0,NDF,109,2,73,1,9.0
1,27,1,0,5,2,3,6,2,3,6,NDF,110,2,73,6,155.0
1,19,0,0,5,5,7,3,2,3,23,US,114,7,11,6,1.0
1,35,1,12,5,0,11,6,3,8,17,US,0,4,36,11,195.0
0,25,0,0,5,2,3,0,2,6,6,US,110,2,73,8,35.0
2,31,0,25,5,2,3,6,3,8,17,US,85,1,47,11,0.0
2,39,1,0,5,5,7,3,2,3,23,NDF,114,7,0,6,63.0
0,26,0,0,5,2,3,6,2,6,6,ES,43,3,19,8,4521.0
2,25,0,0,5,5,7,0,2,3,23,US,114,7,43,6,892.0
2,25,1,0,5,6,7,3,2,6,6,US,114,2,11,8,152.0
1,56,0,0,5,5,7,3,2,3,6,US,106,7,0,6,0.0
1,27,0,0,5,5,7,3,2,7,17,US,110,2,73,10,6.0
2,74,1,0,5,5,7,3,2,3,23,US,45,7,73,6,60.0
2,34,1,0,5,2,3,0,2,3,6,US,114,3,73,6,58.0
1,24,0,0,5,2,3,6,2,3,23,NDF,110,2,73,6,26.0
2,53,1,0,5,2,3,0,2,3,10,NDF,4,0,0,0,37.0
2,23,1,0,5,2,3,0,2,3,6,NDF,114,3,75,6,30.0
1,20,1,0,5,2,3,0,2,3,10,NDF,110,2,73,6,105.0
1,30,0,0,5,6,7,3,2,6,6,US,48,7,0,8,121.0
2,39,1,0,5,5,7,3,2,3,10,NDF,114,2,73,6,5.0
1,26,0,0,5,5,7,3,2,7,17,US,114,3,75,10,50.0
1,27,1,12,5,0,11,6,3,3,6,US,4,0,0,0,488.0
2,26,0,0,5,2,3,6,2,6,10,US,114,0,0,8,12.0
2,48,1,0,5,1,7,3,2,7,17,NDF,24,6,32,10,0.0
2,50,0,0,5,2,3,6,2,3,10,NL,131,6,63,6,25.0
0,35,0,25,5,2,3,6,3,7,0,US,130,3,62,0,34.0
2,39,0,0,5,5,7,3,2,3,23,IT,114,3,75,6,41.0
1,27,1,12,5,0,11,6,3,6,10,US,4,0,0,0,533.0
0,28,0,0,5,2,3,6,2,6,11,NDF,114,3,75,8,24.0
2,35,1,0,5,5,7,3,2,6,6,US,48,0,0,8,434.0
0,25,0,0,5,5,7,3,2,3,6,NDF,13,0,0,6,0.0
2,36,0,0,5,5,7,3,2,6,6,US,131,6,63,8,50.0
1,38,1,12,5,0,11,6,3,4,0,NDF,4,0,0,0,158.0
2,53,0,0,5,5,7,3,2,6,11,US,30,3,7,8,7990.0
1,46,1,0,5,2,3,6,2,3,23,US,97,7,37,6,536.0
1,40,1,0,5,1,7,3,2,7,17,NDF,24,0,0,10,323.0
1,25,1,0,5,3,6,5,2,3,10,NDF,127,3,75,6,39.0
1,44,0,0,5,2,3,6,2,6,10,NDF,114,7,0,8,34.0
2,28,1,0,5,2,3,6,2,3,6,NDF,114,3,75,6,54.0
1,56,0,0,5,6,7,0,2,6,10,NDF,22,7,13,8,720.0
2,29,0,0,5,2,3,0,2,6,6,US,110,2,73,8,997.0
1,26,1,0,5,2,3,0,2,3,23,NDF,131,6,66,6,8.0
