date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action
2014-02-27,2014-02-27,2014-03-02,MALE,51,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-27,2014-02-27,2014-02-27,MALE,33,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,create
2014-02-27,2014-02-27,2014-10-13,FEMALE,45,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,other,update
2014-02-27,2014-02-27,2014-06-27,-unknown-,37,basic,0,en,direct,direct,untracked,Web,Desktop (Other),Chrome,US,search_results
2014-02-27,2014-02-27,2014-03-01,MALE,42,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,DE,show
2014-02-27,2014-02-27,2014-08-21,MALE,33,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other,personalize
2014-02-27,2014-02-27,2014-02-28,MALE,25,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,lookup
2014-02-27,2014-02-27,2014-03-06,FEMALE,34,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,authenticate
2014-02-27,2014-02-27,2014-03-04,FEMALE,26,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-02-27,2014-02-27,2014-03-01,-unknown-,33,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US,show
2014-02-27,2014-02-27,2014-03-07,MALE,51,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,other,requested
2014-02-27,2014-02-27,2014-03-12,FEMALE,30,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,edit
2014-02-27,2014-02-27,2014-03-09,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,edit
2014-02-27,2014-02-27,2014-03-27,FEMALE,28,basic,0,en,other,facebook-open-graph,untracked,Web,Windows Desktop,Firefox,US,edit
2014-02-27,2014-02-27,2014-02-28,FEMALE,32,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,show
2014-02-27,2014-02-27,2014-03-01,MALE,26,basic,24,en,direct,direct,omg,Moweb,Mac Desktop,Firefox,US,show
2014-02-27,2014-02-27,2014-02-27,MALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-27,2014-02-27,2014-02-28,-unknown-,29,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US,search
2014-02-27,2014-02-27,2014-04-05,FEMALE,38,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-02-27,2014-02-27,2014-03-01,-unknown-,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,ask_question
2014-02-27,2014-02-27,2014-02-28,FEMALE,29,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,show
2014-02-27,2014-02-27,2014-05-05,MALE,30,facebook,0,ko,direct,direct,untracked,Web,Desktop (Other),Chrome,US,search_results
2014-02-27,2014-02-27,2014-03-04,FEMALE,29,basic,0,en,remarketing,google,linked,Web,Windows Desktop,Chrome,US,show
2014-02-27,2014-02-27,2014-03-01,-unknown-,29,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,show
2014-02-27,2014-02-27,2014-02-28,-unknown-,79,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,IT,requested
2014-02-27,2014-02-27,2014-04-25,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NL,edit
2014-02-27,2014-02-27,2014-02-28,MALE,33,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,IT,ajax_refresh_subtotal
2014-02-28,2014-02-28,2014-04-29,MALE,32,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,active
2014-02-28,2014-02-28,2014-03-02,FEMALE,31,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,ajax_refresh_subtotal
2014-02-28,2014-02-28,2014-03-08,MALE,39,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,search_results
2014-02-28,2014-02-28,2014-03-05,FEMALE,49,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,other,show
2014-02-28,2014-02-28,2014-03-01,MALE,26,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-03,FEMALE,28,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-02-28,FEMALE,29,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,requested
2014-02-28,2014-02-28,2014-03-05,-unknown-,33,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,ask_question
2014-02-28,2014-02-28,2014-02-28,MALE,38,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,calendar_tab_inner2
2014-02-28,2014-02-28,2014-02-28,MALE,38,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,complete_status
2014-02-28,2014-02-28,2014-11-16,MALE,24,basic,0,zh,seo,google,linked,Web,Mac Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-01,MALE,22,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,confirm_email
2014-02-28,2014-02-28,2014-03-01,-unknown-,35,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,calendar_tab_inner2
2014-02-28,2014-02-28,2014-03-05,MALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,CA,authenticate
2014-02-28,2014-02-28,2014-03-03,MALE,27,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,authenticate
2014-02-28,2014-02-28,2014-03-02,MALE,28,basic,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,US,ask_question
2014-02-28,2014-02-28,2015-01-23,FEMALE,31,facebook,12,en,api,other,untracked,iOS,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-15,FEMALE,29,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,edit
2014-02-28,2014-02-28,2014-03-01,FEMALE,25,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,other,create
2014-02-28,2014-02-28,2014-08-11,MALE,41,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,update
2014-02-28,2014-02-28,2014-03-01,FEMALE,29,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,CA,personalize
2014-02-28,2014-02-28,2014-03-01,-unknown-,27,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,pending
2014-02-28,2014-02-28,2014-03-13,MALE,29,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,show
2014-02-28,2014-02-28,2014-02-28,FEMALE,64,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,ask_question
2014-02-28,2014-02-28,2014-03-02,MALE,25,facebook,12,en,api,other,untracked,iOS,iPhone,Mobile Safari,US,active
2014-02-28,2014-02-28,2014-03-03,-unknown-,39,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-28,2014-02-28,2014-03-28,FEMALE,39,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-11-11,MALE,28,facebook,12,en,api,other,untracked,Moweb,Windows Desktop,Firefox,US,show
2014-02-28,2014-02-28,2014-02-28,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,requested
2014-02-28,2014-02-28,2014-02-28,FEMALE,30,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,requested
2014-02-28,2014-02-28,2014-03-02,FEMALE,39,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US,show
2014-02-28,2014-02-28,2014-02-28,MALE,47,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,lookup
2014-02-28,2014-02-28,2014-05-06,-unknown-,32,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,other,show
2014-02-28,2014-02-28,2015-01-14,MALE,27,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,show
2014-02-28,2014-02-28,2014-03-07,FEMALE,32,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-12-03,FEMALE,30,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US,edit
2014-02-28,2014-02-28,2014-03-20,MALE,43,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,dashboard
2014-02-28,2014-02-28,2014-03-02,FEMALE,41,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other,personalize
2014-02-28,2014-02-28,2014-03-07,MALE,57,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,other,lookup
2014-02-28,2014-02-28,2014-03-01,FEMALE,21,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,create
2014-02-28,2014-02-28,2014-02-28,MALE,23,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,ask_question
2014-02-28,2014-02-28,2014-02-28,-unknown-,19,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,ask_question
2014-02-28,2014-02-28,2014-03-01,FEMALE,27,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-28,2014-02-28,2014-03-03,FEMALE,68,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,FR,ajax_get_referrals_amt
2014-02-28,2014-02-28,2014-03-01,-unknown-,27,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,ajax_photo_widget_form_iframe
2014-02-28,2014-02-28,2014-03-01,MALE,25,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-07-23,MALE,20,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,track_page_view
2014-02-28,2014-02-28,2014-04-19,MALE,27,basic,0,de,sem-brand,google,omg,Web,Windows Desktop,IE,US,show
2014-02-28,2014-02-28,2014-03-01,MALE,30,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-06,MALE,25,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,authenticate
2014-02-28,2014-02-28,2014-10-09,MALE,27,basic,25,en,direct,direct,tracked-other,iOS,iPhone,Mobile Safari,US,click
2014-02-28,2014-02-28,2014-04-11,FEMALE,39,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US,click
2014-02-28,2014-02-28,2014-03-06,MALE,31,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,search_results
2014-02-28,2014-02-28,2014-02-28,MALE,48,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,complete_status
2014-02-28,2014-02-28,2014-03-01,-unknown-,54,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR,show
2014-02-28,2014-02-28,2014-03-11,-unknown-,27,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,show
2014-02-28,2014-02-28,2014-09-19,MALE,28,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,show
2014-02-28,2014-02-28,2014-02-28,FEMALE,27,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,create
2014-02-28,2014-02-28,2014-03-20,FEMALE,31,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,show
2014-02-28,2014-02-28,2014-03-07,MALE,28,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,kba_update
2014-02-28,2014-02-28,2014-03-05,MALE,29,facebook,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US,edit
2014-02-28,2014-02-28,2014-11-27,MALE,26,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,show
2014-02-28,2014-02-28,2014-05-14,MALE,36,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,authenticate
2014-02-28,2014-02-28,2014-07-27,FEMALE,27,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES,edit
2014-02-28,2014-02-28,2014-03-03,FEMALE,25,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,requested
2014-02-28,2014-02-28,2014-03-01,FEMALE,20,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,update
2014-02-28,2014-02-28,2015-01-11,FEMALE,30,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-01,FEMALE,60,basic,25,en,direct,direct,untracked,iOS,iPad,Mobile Safari,US,click
2014-02-28,2014-02-28,2014-03-18,MALE,23,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Opera,US,show
2014-02-28,2014-02-28,2014-03-27,MALE,51,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,FR,lookup
2014-02-28,2014-02-28,2014-03-01,-unknown-,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,FR,ask_question
2014-02-28,2014-02-28,2014-07-03,FEMALE,28,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-28,2014-02-28,2014-02-28,MALE,45,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,requested
2014-02-28,2014-02-28,2014-03-01,FEMALE,31,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,ajax_refresh_subtotal
2014-02-28,2014-02-28,2014-03-01,FEMALE,66,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,other,personalize
2014-02-28,2014-02-28,2014-02-28,-unknown-,27,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,qt2
2014-02-28,2014-02-28,2014-03-01,-unknown-,47,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,FR,show
2014-02-28,2014-02-28,2014-07-23,FEMALE,42,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,edit_verification
2014-02-28,2014-02-28,2014-03-03,-unknown-,34,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,lookup
2014-02-28,2014-02-28,2014-03-10,MALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-02-28,2014-02-28,2014-06-07,MALE,34,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,CA,authenticate
2014-02-28,2014-02-28,2014-03-01,FEMALE,33,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results
2014-02-28,2014-02-28,2014-03-01,FEMALE,37,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-02-28,2014-02-28,2014-03-04,-unknown-,23,basic,25,en,direct,direct,omg,iOS,Mac Desktop,Safari,US,click
2014-02-28,2014-02-28,2014-02-28,MALE,38,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,edit
2014-02-28,2014-02-28,2014-08-29,FEMALE,52,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,CA,search_results
2014-02-28,2014-02-28,2014-09-13,FEMALE,28,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,lookup
2014-02-28,2014-02-28,2015-02-03,FEMALE,27,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,search_results
2014-02-28,2014-02-28,2014-12-04,MALE,36,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,authenticate
2014-02-28,2014-02-28,2014-03-12,FEMALE,25,facebook,12,en,api,other,untracked,iOS,Windows Desktop,Chrome,GB,click
2014-02-28,2014-02-28,2014-03-02,FEMALE,31,basic,0,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,other,search_results
2014-02-28,2014-02-28,2014-03-04,-unknown-,51,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,search_results
2014-02-28,2014-02-28,2014-03-01,FEMALE,23,facebook,0,en,seo,google,linked,Web,iPad,Mobile Safari,other,qt2
2014-02-28,2014-02-28,2014-03-01,FEMALE,31,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,ajax_refresh_subtotal
2014-02-28,2014-02-28,2014-03-02,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,IT,search_results
2014-03-01,2014-03-01,2014-03-01,MALE,23,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,click
2014-03-01,2014-03-01,2014-03-17,FEMALE,29,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,search_results
2014-03-01,2014-03-01,2014-03-01,FEMALE,32,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,ES,personalize
2014-03-01,2014-03-01,2014-05-28,-unknown-,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,ajax_check_dates
2014-03-01,2014-03-01,2014-03-01,MALE,36,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,identity
2014-03-01,2014-03-01,2014-04-30,FEMALE,28,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,personalize
2014-03-01,2014-03-01,2014-05-11,FEMALE,37,basic,24,en,direct,direct,omg,Moweb,Windows Desktop,Firefox,US,request_new_confirm_email
2014-03-01,2014-03-01,2014-03-01,MALE,30,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,edit
2014-03-01,2014-03-01,2014-03-03,-unknown-,33,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,requested
2014-03-01,2014-03-01,2014-03-03,MALE,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results
2014-03-01,2014-03-01,2014-09-17,FEMALE,29,facebook,12,en,api,other,untracked,Moweb,Android Phone,Chrome Mobile,US,update
2014-03-01,2014-03-01,2014-03-12,MALE,23,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-03-01,2014-03-01,2014-03-01,MALE,56,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,FR,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-12,FEMALE,32,facebook,0,en,seo,google,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-01,2014-03-01,2014-03-01,MALE,24,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,requested
2014-03-01,2014-03-01,2014-03-12,FEMALE,45,facebook,0,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,IT,show
2014-03-01,2014-03-01,2014-03-01,FEMALE,36,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,requested
2014-03-01,2014-03-01,2014-03-01,MALE,32,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,edit_verification
2014-03-01,2014-03-01,2014-03-01,MALE,23,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,GB,requested
2014-03-01,2014-03-01,2014-04-09,-unknown-,26,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,cancellation_policies
2014-03-01,2014-03-01,2014-03-01,FEMALE,32,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-01,MALE,41,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,US,show
2014-03-01,2014-03-01,2014-03-01,FEMALE,44,facebook,12,en,api,other,untracked,Moweb,iPhone,Mobile Safari,US,show
2014-03-01,2014-03-01,2014-03-01,-unknown-,35,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES,create
2014-03-01,2014-03-01,2014-03-25,FEMALE,21,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,edit
2014-03-01,2014-03-01,2014-06-06,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,this_hosting_reviews
2014-03-01,2014-03-01,2014-03-02,MALE,66,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,other,show
2014-03-01,2014-03-01,2014-07-17,MALE,32,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,search_results
2014-03-01,2014-03-01,2014-04-17,MALE,35,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,search_results
2014-03-01,2014-03-01,2014-12-07,MALE,25,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,dashboard
2014-03-01,2014-03-01,2014-03-01,-unknown-,50,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,CA,kba_update
2014-03-01,2014-03-01,2014-03-02,MALE,28,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-02,-unknown-,37,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,search_results
2014-03-01,2014-03-01,2014-05-06,MALE,32,basic,0,en,direct,direct,untracked,Web,Desktop (Other),Firefox,other,header_userpic
2014-03-01,2014-03-01,2014-03-15,-unknown-,31,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-17,FEMALE,56,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other,search_results
2014-03-01,2014-03-01,2014-03-05,FEMALE,26,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,create
2014-03-01,2014-03-01,2014-03-06,MALE,55,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,FR,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-06,-unknown-,48,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,ajax_photo_widget_form_iframe
2014-03-01,2014-03-01,2014-03-02,FEMALE,44,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,GB,show
2014-03-01,2014-03-01,2014-03-01,MALE,36,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US,requested
2014-03-01,2014-03-01,2014-03-01,-unknown-,35,basic,0,en,sem-brand,google,untracked,Web,Other/Unknown,-unknown-,US,show
2014-03-01,2014-03-01,2014-03-02,MALE,30,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,create
2014-03-01,2014-03-01,2014-03-04,-unknown-,33,basic,0,en,other,padmapper,tracked-other,Web,Windows Desktop,IE,GB,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-03-01,-unknown-,28,basic,24,en,direct,direct,untracked,Moweb,iPhone,-unknown-,US,show
2014-03-01,2014-03-01,2014-08-25,FEMALE,51,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,ES,show
2014-03-01,2014-03-01,2014-03-04,MALE,60,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,IT,header_userpic
2014-03-01,2014-03-01,2014-03-12,MALE,62,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,AU,calendar_tab_inner2
2014-03-01,2014-03-01,2014-03-04,MALE,31,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,ajax_get_referrals_amt
2014-03-01,2014-03-01,2014-03-12,FEMALE,25,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,header_userpic
2014-03-01,2014-03-01,2014-04-02,MALE,30,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,update
2014-03-01,2014-03-01,2014-03-20,FEMALE,55,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Safari,US,search_results
2014-03-01,2014-03-01,2014-03-02,MALE,45,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-01,2014-03-01,2014-03-02,FEMALE,27,basic,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,US,edit
2014-03-01,2014-03-01,2014-03-02,-unknown-,18,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,US,search_results
2014-03-01,2014-03-01,2014-07-13,-unknown-,25,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,requested
2014-03-01,2014-03-01,2014-04-07,MALE,27,basic,24,en,direct,direct,untracked,Moweb,Desktop (Other),Chrome,US,unavailabilities
2014-03-01,2014-03-01,2014-03-03,-unknown-,57,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,search_results
2014-03-01,2014-03-01,2014-03-18,FEMALE,41,basic,24,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,US,create
2014-03-01,2014-03-01,2014-07-02,-unknown-,51,basic,0,en,content,google,omg,Web,Mac Desktop,Safari,AU,search_results
2014-03-01,2014-03-01,2014-04-19,FEMALE,38,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other,personalize
2014-03-01,2014-03-01,2014-03-02,MALE,53,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,GB,personalize
2014-03-01,2014-03-01,2014-07-08,MALE,26,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-01,2014-03-01,2014-03-01,FEMALE,68,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,create
2014-03-01,2014-03-01,2015-01-19,-unknown-,18,basic,0,en,content,google,omg,Web,Mac Desktop,Safari,FR,show
2014-03-01,2014-03-01,2014-08-13,MALE,44,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,search_results
2014-03-01,2014-03-01,2014-03-14,-unknown-,32,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,search_results
2014-03-01,2014-03-01,2014-03-02,FEMALE,41,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,requested
2014-03-01,2014-03-01,2014-03-21,MALE,40,facebook,12,en,api,other,omg,iOS,Mac Desktop,Safari,US,active
2014-03-01,2014-03-01,2014-04-03,-unknown-,59,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,CA,ajax_refresh_subtotal
2014-03-01,2014-03-01,2014-10-30,MALE,24,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,CA,search_results
2014-03-01,2014-03-01,2014-03-01,MALE,35,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,search_results
2014-03-01,2014-03-01,2015-02-25,FEMALE,30,facebook,12,en,api,other,omg,iOS,Mac Desktop,Chrome,other,active
2014-03-01,2014-03-01,2014-03-08,MALE,32,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,other,click
2014-03-01,2014-03-01,2014-03-09,MALE,28,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,IT,show
2014-03-01,2014-03-01,2014-03-02,MALE,53,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,PT,show
2014-03-01,2014-03-01,2014-03-09,-unknown-,82,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US,search
2014-03-01,2014-03-01,2014-06-24,MALE,25,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-01,2014-03-01,2014-03-02,-unknown-,37,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US,click
2014-03-01,2014-03-01,2014-12-12,FEMALE,48,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,search
2014-03-01,2014-03-01,2014-03-04,MALE,26,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,personalize
2014-03-01,2014-03-01,2014-03-07,MALE,36,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,DE,index
2014-03-01,2014-03-01,2014-03-02,FEMALE,53,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,create
