,most_frequent_secs_elapsed,age,most_frequent_action,most_frequent_action_detail,first_browser,gender,most_frequent_action_type,affiliate_channel,most_frequent_device_type,first_device_type,first_affiliate_tracked,language,signup_method,affiliate_provider,signup_app,signup_flow
7293,0.0,37,106,0,23,2,7,2,6,3,6,6,1,3,2,0
7294,435.0,27,3,0,6,2,0,2,8,6,6,5,1,3,2,0
7295,22.0,38,114,0,0,1,7,0,1,4,6,5,1,11,0,12
7296,19.0,36,62,73,23,2,7,2,6,3,6,5,0,3,2,0
7297,504.0,29,4,0,0,2,0,0,0,4,6,5,1,11,3,12
7298,2.0,52,114,43,6,0,3,2,6,3,6,5,0,3,2,0
7299,3.0,35,51,0,23,2,7,7,6,3,0,5,1,5,2,0
7300,104.0,26,114,75,6,1,7,6,6,6,6,5,0,7,2,0
7301,60.0,51,110,73,6,0,2,5,8,6,6,5,0,7,2,0
7302,0.0,30,106,45,23,1,6,2,6,3,0,5,0,3,2,0
7303,7.0,31,114,68,0,2,3,0,11,8,6,5,1,11,3,12
7304,65.0,31,114,43,23,1,3,5,6,3,0,5,1,7,2,0
7305,28.0,43,24,32,6,2,6,5,8,6,6,5,1,7,2,0
7306,7.0,32,62,73,11,0,7,2,8,6,6,5,0,3,2,0
7307,7.0,28,114,73,6,1,3,2,6,3,0,5,0,3,2,0
7308,125.0,25,110,73,6,1,2,1,8,6,3,5,1,7,2,0
7309,44.0,32,70,73,10,2,2,2,8,6,6,5,1,3,2,0
7310,35.0,51,114,75,10,1,3,5,6,3,3,5,0,7,2,0
7311,92.0,35,114,73,23,1,2,2,8,3,6,5,0,3,2,0
7312,59.0,32,15,11,11,1,3,2,8,6,6,5,0,3,2,0
7313,4.0,56,127,73,10,1,3,2,6,3,0,5,0,3,2,0
7314,23.0,26,15,11,10,0,2,2,8,6,6,5,0,3,2,0
7315,436.0,55,4,0,17,2,0,0,0,7,0,5,1,11,3,12
7316,4.0,31,114,75,10,1,3,2,10,3,6,5,0,3,2,0
7317,9.0,29,114,0,0,2,7,0,1,4,6,5,1,11,0,12
7318,173.0,29,114,68,6,2,3,2,6,3,6,5,1,3,2,0
7319,6.0,54,62,0,23,2,0,2,6,3,3,5,1,3,2,0
7320,8.0,57,114,37,6,1,7,2,6,3,6,5,0,3,2,0
7321,31.0,62,4,0,0,1,0,0,1,4,6,5,1,11,0,12
7322,1000.0,56,106,45,23,0,7,1,6,3,3,5,0,7,2,0
7323,101.0,55,114,43,23,2,7,2,6,3,6,5,1,3,2,0
7324,84.0,55,43,0,0,2,0,2,1,4,6,5,0,3,0,23
7325,222.0,29,4,0,10,1,0,0,0,3,3,5,1,11,3,12
7326,23.0,25,114,73,6,1,2,2,6,3,6,5,0,3,2,0
7327,7.0,24,114,73,23,1,7,2,6,3,0,3,0,3,2,0
7328,74.0,25,114,43,10,1,3,6,8,6,0,5,1,7,2,0
7329,856.0,30,4,0,23,2,0,0,0,3,3,5,1,11,3,12
7330,31.0,59,27,0,6,2,0,1,8,6,3,5,1,7,2,0
7331,382.0,56,22,14,10,1,4,6,8,6,3,5,0,7,2,0
7332,10.0,27,24,32,10,2,3,2,6,3,0,5,1,3,2,0
7333,272.0,36,70,73,6,1,2,7,6,3,0,5,1,7,2,0
7334,8.0,37,114,19,6,2,3,2,6,3,6,5,0,3,2,0
7335,10.0,45,27,0,17,1,3,6,10,7,3,5,0,7,2,0
7336,12.0,26,114,0,6,1,0,2,6,3,5,5,0,3,2,0
7337,81.0,26,114,73,6,1,2,6,8,6,3,5,1,7,2,0
7338,65.0,26,49,0,6,1,7,2,6,3,6,5,0,3,2,0
7339,27.0,31,43,0,11,0,0,2,8,6,6,5,0,3,2,0
7340,624.0,39,27,0,11,1,0,2,8,6,6,5,1,3,2,0
7341,415.0,25,4,0,6,2,0,0,0,3,6,5,1,11,3,12
7342,16.0,29,114,73,23,2,7,5,6,3,3,5,1,7,2,0
7343,396.0,29,110,73,10,1,2,2,8,6,6,5,0,3,2,0
7344,315.0,36,22,13,17,2,2,2,10,7,6,5,1,3,2,0
7345,0.0,32,56,25,10,1,3,2,11,3,6,5,0,3,2,0
7346,0.0,20,24,32,10,1,6,1,8,6,3,5,1,7,2,0
7347,0.0,25,110,0,23,2,7,5,6,3,3,5,1,7,2,0
7348,1257.0,40,43,0,10,0,0,2,8,6,0,5,0,3,2,0
7349,805.0,69,37,13,17,0,2,5,10,7,3,5,0,7,2,0
7350,863.0,36,24,20,6,2,3,2,6,3,6,5,1,3,2,0
7351,393.0,27,4,0,23,2,0,0,0,3,0,5,1,11,3,12
7352,34.0,24,114,75,6,0,3,7,6,3,0,5,0,7,2,0
7353,0.0,35,106,45,6,2,7,2,6,3,6,5,0,3,2,0
7354,24.0,35,3,0,10,2,7,2,5,2,6,5,1,3,2,0
7355,453.0,32,114,68,0,1,3,0,11,8,6,5,1,11,3,12
7356,0.0,32,110,73,6,2,2,2,8,6,6,5,0,3,2,0
7357,19.0,50,114,73,17,0,3,2,8,7,6,5,0,3,2,0
7358,27.0,54,114,11,23,2,2,2,6,3,0,5,0,3,2,0
7359,10.0,32,114,75,6,2,3,7,8,6,0,5,1,7,2,0
7360,37.0,18,114,0,0,0,7,2,1,4,6,5,0,3,0,23
7361,5.0,41,110,73,6,1,2,6,8,6,0,5,0,7,2,0
7362,646.0,23,114,0,6,1,7,2,6,3,6,5,0,3,2,0
7363,1.0,22,114,73,23,1,7,2,6,3,0,5,1,3,2,0
7364,73.0,23,110,73,6,1,2,2,6,3,6,5,1,3,2,0
7365,32.0,32,114,25,10,1,3,3,8,6,0,12,1,11,2,0
7366,6.0,25,109,73,0,1,2,0,1,4,6,5,1,11,0,12
7367,1.0,23,110,73,23,2,2,2,6,3,0,5,1,3,2,0
7368,0.0,20,22,14,11,1,4,2,8,6,6,3,1,3,2,0
7369,25.0,28,27,0,6,1,0,2,8,6,5,5,0,3,2,0
7370,15.0,21,13,0,6,2,0,2,6,3,6,5,0,3,2,0
7371,12.0,44,15,11,6,2,2,2,8,6,6,5,1,3,2,0
7372,518.0,63,22,14,6,2,6,2,6,3,6,5,0,3,2,0
7373,0.0,39,43,56,0,0,6,2,0,4,6,5,0,3,1,24
7374,357.0,34,37,13,10,1,2,2,8,6,4,5,0,3,2,0
7375,1.0,59,114,75,6,1,3,2,6,3,6,5,0,3,2,0
7376,0.0,36,22,14,6,2,4,3,6,3,5,5,1,12,2,0
7377,8.0,52,87,75,23,1,3,5,6,3,6,5,1,7,2,0
7378,0.0,27,43,56,10,1,6,2,0,6,6,5,0,3,1,24
7379,26.0,22,87,75,6,1,3,5,6,3,6,5,0,7,2,0
7380,289.0,58,45,0,10,2,0,5,6,3,0,5,0,7,2,0
7381,2.0,53,70,73,10,0,2,2,8,6,6,5,0,3,2,0
7382,79.0,40,114,75,6,2,7,5,6,3,6,5,0,7,2,0
7383,15.0,31,114,0,0,1,7,0,1,4,6,5,1,11,0,12
7384,574.0,45,24,13,10,2,2,2,6,3,0,5,1,3,2,0
7385,210.0,27,24,32,6,2,6,2,8,6,4,5,1,3,2,0
7386,95.0,31,70,73,10,1,7,2,6,3,6,5,0,3,2,0
7387,29.0,31,106,45,10,2,7,2,8,6,6,5,0,3,2,0
7388,67.0,30,114,73,6,1,3,2,8,6,6,5,0,3,2,0
7389,2.0,45,15,0,6,0,7,2,6,3,6,5,0,3,2,0
7390,21.0,52,87,73,10,2,3,5,6,3,3,5,0,7,2,0
7391,440.0,27,24,25,10,2,3,6,6,3,3,5,1,7,2,0
7392,299.0,59,87,75,6,1,3,6,6,3,3,5,1,7,2,0
7393,1052.0,64,22,14,10,2,4,5,6,3,3,5,0,7,2,0
7394,28.0,34,70,73,6,1,3,2,8,6,6,5,1,3,2,0
7395,947.0,37,30,0,6,1,7,7,8,6,0,5,0,7,2,0
7396,16.0,32,110,73,10,1,2,3,8,6,5,5,0,11,2,0
7397,468.0,56,114,0,23,2,0,0,0,3,0,5,1,11,1,12
7398,54.0,27,70,73,10,1,2,2,6,3,6,5,0,3,2,0
7399,4.0,39,127,43,6,1,7,3,8,6,5,5,1,11,2,0
7400,429.0,27,4,0,17,1,0,0,0,8,2,5,1,11,3,12
7401,503.0,27,43,0,6,2,0,2,8,6,6,5,0,3,2,0
7402,76.0,41,110,73,23,2,2,6,6,3,0,5,0,7,2,0
7403,42.0,32,70,73,6,0,2,2,6,3,6,5,0,3,2,0
7404,433.0,28,110,0,6,2,0,2,8,6,6,5,0,3,2,0
7405,11.0,34,114,73,10,1,3,2,8,6,0,5,1,3,2,0
7406,255.0,53,22,14,11,1,2,6,8,6,3,5,1,7,2,0
7407,125.0,43,131,63,23,0,6,2,6,3,3,5,0,3,2,0
7408,1623.0,19,37,13,11,0,2,5,8,6,3,5,0,7,2,0
7409,0.0,31,43,0,6,1,6,2,8,6,0,5,0,3,2,0
7410,0.0,34,114,43,23,1,3,6,6,3,3,5,0,7,2,0
7411,140.0,27,114,43,23,2,2,2,6,3,3,5,0,3,2,0
7412,203.0,34,4,0,17,2,0,0,0,8,4,5,1,11,3,12
7413,0.0,35,43,56,10,1,6,2,0,3,6,5,0,3,1,24
7414,54.0,42,87,73,23,2,3,6,6,3,3,5,1,7,2,0
7415,65.0,18,110,73,6,0,2,2,8,6,0,5,0,3,2,0
7416,4.0,36,114,75,10,1,3,2,8,6,6,5,1,3,2,0
7417,2871.0,35,37,13,6,2,2,2,6,3,0,5,0,3,2,0
7418,50.0,30,114,75,10,0,3,2,8,6,6,5,0,3,2,0
7419,8.0,34,21,0,6,2,0,2,8,6,6,23,1,3,2,0
7420,76.0,26,114,19,23,2,3,2,6,3,6,5,0,3,2,0
7421,26.0,38,114,0,23,1,3,6,6,3,3,5,1,7,2,0
7422,93.0,40,114,73,23,1,7,5,6,3,3,5,1,7,2,0
7423,107.0,26,114,43,23,1,7,6,6,3,6,5,1,7,2,0
7424,65.0,74,131,63,6,1,6,2,6,3,6,5,0,3,2,0
7425,37.0,24,114,43,23,1,3,2,6,3,6,5,1,3,2,0
7426,28.0,26,127,0,11,1,7,2,8,6,6,5,0,3,2,0
7427,70.0,50,114,75,10,1,3,2,8,6,6,5,0,3,2,0
7428,212.0,40,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7429,3993.0,25,37,13,6,2,2,2,8,6,6,5,0,3,2,0
7430,6.0,29,110,73,6,2,2,7,6,3,0,5,1,7,2,0
7431,11.0,42,114,73,17,1,2,5,6,8,0,5,0,7,2,0
7432,5.0,44,114,11,23,1,2,2,6,3,0,5,0,3,2,0
7433,1376.0,28,4,0,6,1,0,2,0,3,6,5,0,3,1,24
7434,13.0,28,114,62,6,0,3,2,0,3,6,5,0,3,1,24
7435,1555.0,28,114,0,0,1,7,0,1,4,6,22,1,11,0,12
7436,29.0,59,114,0,17,1,7,2,6,7,0,5,0,3,2,0
7437,21.0,44,131,63,23,2,6,2,6,3,0,5,0,3,2,0
7438,46.0,35,131,63,11,1,6,2,8,6,6,5,0,3,2,0
7439,6687.0,21,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7440,640.0,44,114,0,23,2,7,0,1,3,0,5,0,11,0,12
7441,0.0,50,114,25,11,0,3,2,8,6,6,5,0,3,2,0
7442,1210.0,65,39,0,23,1,0,5,6,3,3,5,0,7,2,0
7443,14.0,29,114,11,6,2,2,2,4,2,6,5,0,3,2,0
7444,104.0,31,114,73,6,1,2,2,8,6,6,5,1,3,2,0
7445,45.0,49,131,63,11,1,6,2,8,6,0,5,0,3,2,0
7446,29.0,32,87,75,17,2,7,7,10,7,6,5,1,7,2,0
7447,1362.0,47,48,21,23,2,7,2,6,3,0,5,0,3,2,0
7448,275.0,64,128,0,23,0,0,2,6,3,0,5,0,3,2,0
7449,445.0,45,114,73,23,2,7,2,6,3,0,5,1,3,2,0
7450,35.0,25,110,73,6,1,2,5,6,3,0,5,0,7,2,0
7451,45.0,30,114,73,6,2,3,2,8,6,6,5,1,3,2,0
7452,35.0,23,114,73,23,0,7,5,6,3,3,5,0,7,2,0
7453,235.0,36,106,45,10,0,7,2,6,3,6,5,0,3,2,0
7454,48.0,61,114,75,23,1,3,6,6,3,3,5,0,7,2,0
7455,28.0,32,110,73,6,2,2,2,8,6,6,5,1,3,2,0
7456,11.0,35,110,73,11,0,7,2,8,6,6,5,0,3,2,0
7457,39.0,37,114,75,6,0,3,2,8,6,6,5,1,3,2,0
7458,100.0,44,114,75,11,1,7,2,8,6,6,5,0,3,2,0
7459,792.0,32,4,0,23,1,0,0,0,3,3,5,1,11,3,12
7460,48.0,40,114,20,23,1,7,2,6,3,6,5,0,3,2,0
7461,1.0,32,114,75,10,2,3,2,6,3,6,5,0,3,2,0
7462,49.0,26,48,37,10,0,7,2,6,3,6,5,0,3,2,0
7463,3624.0,38,24,7,6,1,3,2,8,6,6,5,1,3,2,0
7464,12.0,33,114,73,6,0,7,5,8,6,3,5,0,7,2,0
7465,32.0,24,114,73,23,1,2,5,6,3,3,5,0,7,2,0
7466,98.0,27,131,63,6,1,6,2,8,6,6,5,1,3,2,0
7467,39.0,35,114,11,6,1,2,2,8,6,6,5,1,3,2,0
7468,39.0,37,24,0,23,2,3,5,6,3,0,5,1,7,2,0
7469,626.0,29,22,0,6,2,0,2,8,6,6,5,0,3,2,0
7470,2330.0,48,114,73,6,2,2,6,6,3,6,5,0,7,2,0
7471,262.0,36,131,63,6,1,6,6,8,6,3,5,1,7,2,0
7472,0.0,50,15,11,6,2,2,5,8,6,3,5,0,7,2,0
7473,9.0,30,70,73,23,1,2,1,6,3,3,13,1,7,2,0
7474,24.0,26,127,74,6,2,7,7,8,6,0,5,1,5,2,0
7475,111.0,58,24,25,6,1,3,6,8,6,3,5,1,7,2,0
7476,41.0,28,114,0,10,1,7,2,8,6,6,5,1,3,2,0
7477,70.0,40,114,75,11,1,3,2,10,6,6,5,1,3,2,0
7478,42.0,31,114,25,23,1,3,1,6,3,3,5,1,7,2,0
7479,0.0,36,106,45,6,2,7,2,6,3,6,5,0,3,2,0
7480,34.0,37,24,32,23,2,3,2,6,3,0,5,1,3,2,0
7481,8.0,40,87,75,10,2,7,5,8,6,3,5,1,7,2,0
7482,196.0,30,7,9,6,0,2,5,8,6,3,5,0,7,2,0
7483,446.0,26,45,20,11,1,7,2,8,6,6,5,0,3,2,0
7484,0.0,33,43,0,6,2,6,5,8,6,3,5,0,7,2,0
7485,447.0,37,110,73,6,2,2,6,8,6,6,12,1,7,2,0
7486,177.0,47,114,25,23,1,3,6,6,3,3,5,1,13,2,0
7487,34.0,28,114,73,23,2,2,7,6,3,6,5,1,5,2,0
7488,131.0,32,24,32,6,2,3,2,6,3,0,5,1,3,2,0
7489,315.0,27,62,0,10,1,0,5,6,3,3,5,1,7,2,0
7490,170.0,31,4,0,6,2,0,0,0,3,3,5,1,11,3,12
7491,164.0,29,24,32,23,2,6,5,6,3,3,5,1,7,2,0
7492,10.0,46,114,75,6,2,3,5,8,6,5,5,1,7,2,0
7493,1.0,70,114,75,10,1,3,5,6,3,6,5,0,7,2,0
7494,111.0,68,114,43,23,2,3,5,6,3,3,5,0,7,2,0
7495,605.0,33,48,21,7,1,7,2,11,8,6,5,0,3,2,0
7496,18.0,31,114,75,6,2,7,7,6,3,0,5,1,7,2,0
7497,33.0,53,114,73,23,1,2,5,6,3,3,5,0,7,2,0
7498,55.0,41,114,73,23,2,7,2,6,3,0,5,0,3,2,0
7499,13.0,63,114,75,23,1,7,5,6,3,0,5,0,7,2,0
7500,17.0,28,70,73,6,2,3,5,6,3,3,5,1,7,2,0
7501,7.0,55,114,75,23,2,3,1,6,3,3,5,1,7,2,0
7502,30.0,45,114,0,10,1,7,2,6,3,6,5,0,3,2,0
7503,248.0,30,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7504,24.0,50,110,73,17,2,2,2,10,7,6,5,1,3,2,0
7505,55.0,46,114,0,23,2,7,5,6,3,3,5,0,7,2,0
7506,13353.0,30,131,63,6,2,6,2,8,6,6,5,0,3,2,0
7507,27.0,26,114,0,17,2,0,2,10,7,0,5,1,3,2,0
7508,256.0,35,24,25,6,2,6,2,8,6,6,5,1,3,2,0
7509,90.0,31,114,0,17,2,3,6,10,7,3,5,0,7,2,0
7510,51.0,27,114,11,6,1,2,2,8,6,6,5,1,3,2,0
7511,8.0,32,114,43,23,2,7,2,6,3,6,5,0,3,3,25
7512,0.0,58,106,36,6,2,6,2,8,6,6,5,1,3,2,0
7513,4.0,34,70,73,10,2,3,2,6,3,6,5,0,3,2,0
7514,238.0,59,48,0,17,1,7,2,10,7,6,5,0,3,2,0
7515,217.0,61,24,32,17,2,6,2,10,7,6,5,1,3,2,0
7516,508.0,46,62,0,10,0,7,5,6,3,3,5,0,7,2,0
7517,6.0,36,114,68,0,2,7,2,10,7,6,5,0,3,3,25
7518,1096.0,24,27,0,6,2,0,2,8,6,6,5,0,3,2,0
7519,749.0,25,22,14,6,1,4,7,8,6,6,5,0,5,2,0
7520,6.0,31,114,43,23,2,7,2,6,3,0,12,0,3,2,0
7521,436.0,32,109,73,0,1,2,2,1,4,6,5,0,3,1,24
7522,20.0,30,15,14,6,2,2,2,8,6,6,5,0,3,2,0
7523,688.0,44,70,73,23,1,2,2,6,3,0,5,1,3,2,0
7524,296.0,34,4,0,6,2,0,0,0,3,6,5,1,11,3,12
7525,21.0,31,24,32,6,2,3,1,6,3,3,5,1,7,2,0
7526,24.0,36,70,73,23,0,2,2,6,3,6,5,0,3,2,0
7527,178.0,32,4,0,17,2,0,0,0,7,3,5,1,11,3,12
7528,23.0,26,114,75,23,0,2,2,6,3,6,5,0,3,2,0
7529,260.0,30,56,0,17,2,0,0,11,8,4,5,1,11,3,12
7530,0.0,40,114,36,6,2,4,2,11,6,3,5,0,3,3,25
7531,1.0,36,114,43,23,0,7,2,6,3,6,5,0,3,2,0
7532,4.0,30,114,0,10,1,7,2,6,3,6,5,1,3,2,0
7533,19.0,27,70,73,10,2,3,2,8,6,0,5,1,3,2,0
7534,110.0,25,114,0,0,1,7,2,1,4,6,5,0,3,0,23
7535,450.0,32,4,0,6,2,0,0,0,3,0,5,1,11,3,12
7536,9.0,25,24,32,10,1,6,2,6,3,6,5,1,3,2,0
7537,463.0,35,110,73,6,2,2,2,6,3,6,5,0,3,2,0
7538,355.0,31,49,50,10,2,7,5,6,3,6,5,0,7,2,0
7539,6.0,38,131,63,17,2,6,2,6,7,3,5,0,3,2,0
7540,24.0,38,15,11,23,1,2,2,6,3,6,5,1,3,2,0
7541,19.0,31,114,11,23,1,2,2,6,3,3,5,1,3,2,0
7542,6.0,58,114,75,17,2,3,5,10,7,3,5,0,7,2,0
7543,6.0,60,110,73,23,1,2,5,6,3,6,5,1,7,2,0
7544,0.0,29,106,45,6,2,7,5,6,3,3,5,0,7,2,0
7545,267.0,27,4,0,0,1,0,0,0,8,6,5,1,11,3,12
7546,9.0,21,114,68,17,1,7,2,11,8,6,12,0,3,3,25
7547,4.0,25,114,0,6,2,0,2,6,3,0,5,0,3,2,0
7548,168.0,27,24,32,6,1,6,2,6,3,6,5,1,3,2,0
7549,20.0,19,114,73,23,1,3,1,6,3,3,5,1,7,2,0
7550,9.0,42,27,0,6,1,0,2,8,6,0,5,0,3,2,0
7551,53.0,31,114,73,6,2,2,2,6,3,6,5,0,3,2,0
7552,21.0,38,70,73,17,0,2,2,10,7,3,5,0,3,2,0
7553,37.0,28,70,73,6,1,2,5,8,6,0,5,1,7,2,0
7554,900000.0,42,0,36,17,1,4,2,11,8,6,5,0,3,3,25
7555,6.0,72,70,73,10,2,2,2,8,6,6,5,0,3,2,0
7556,34.0,32,131,63,6,2,6,5,6,3,3,5,1,7,2,0
7557,7.0,31,114,68,23,1,7,2,6,3,6,5,1,3,2,0
7558,20.0,35,24,32,6,2,6,2,6,3,6,5,1,3,2,0
7559,33.0,31,87,75,6,1,3,5,8,6,3,5,1,7,2,0
7560,0.0,25,114,43,23,1,3,2,6,3,6,5,1,3,2,0
7561,0.0,22,114,0,6,1,7,2,6,3,6,5,1,3,2,0
7562,43.0,28,4,0,0,1,0,0,11,8,6,5,1,11,3,12
7563,6.0,44,114,73,6,2,2,2,6,3,6,5,0,3,2,0
7564,0.0,46,106,45,11,1,7,6,8,6,3,5,1,1,2,0
7565,2.0,24,70,73,10,1,7,5,6,3,3,5,0,7,2,0
7566,4694.0,34,43,19,17,1,3,2,10,7,6,5,0,3,2,0
7567,5.0,30,110,0,23,2,0,2,6,3,6,5,0,3,2,0
7568,3.0,28,114,75,10,0,2,2,6,6,5,5,0,3,2,0
7569,522.0,28,110,73,6,2,2,2,6,3,6,5,0,3,2,0
7570,26.0,34,114,75,6,2,7,2,8,6,6,5,0,3,2,0
7571,225.0,24,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7572,10.0,27,114,73,10,0,3,6,8,6,6,5,0,7,2,0
7573,66.0,37,114,11,6,0,7,5,8,6,3,5,0,7,2,0
7574,0.0,24,110,73,0,2,2,0,1,4,6,5,1,11,0,12
7575,310.0,50,24,25,6,2,3,6,8,6,3,5,1,7,2,0
7576,38.0,41,15,0,10,2,2,5,6,3,3,5,0,7,2,0
7577,70.0,25,35,72,0,1,2,0,1,4,6,13,0,11,0,12
7578,10.0,63,131,63,17,2,6,5,10,7,6,5,0,7,2,0
7579,3114.0,30,24,25,23,1,3,2,6,3,6,5,1,3,2,0
7580,39.0,33,114,0,23,2,7,2,6,3,6,5,0,3,2,0
7581,58.0,33,114,0,17,1,7,2,11,8,6,5,0,3,3,25
7582,1.0,30,110,73,6,1,2,2,6,3,0,5,0,3,2,0
7583,28.0,48,114,73,11,1,2,5,8,6,3,5,0,7,2,0
7584,75.0,31,114,0,0,2,7,0,1,4,6,5,1,11,0,12
7585,374.0,20,4,0,0,0,0,2,0,8,6,5,0,3,1,24
7586,435.0,33,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7587,74.0,41,15,11,11,1,2,6,8,6,3,5,1,7,2,0
7588,76.0,30,43,0,23,0,0,2,6,3,0,5,0,3,2,0
7589,24.0,36,114,75,6,1,3,2,6,3,6,5,0,3,2,0
7590,110.0,34,114,73,17,1,7,5,10,7,3,5,1,7,2,0
7591,70.0,26,114,0,0,2,0,0,1,4,6,5,1,11,0,12
7592,711.0,44,131,63,10,1,6,2,8,6,6,5,0,3,2,0
7593,35.0,36,62,0,6,2,0,2,6,3,4,5,1,3,2,0
7594,151.0,34,43,0,10,1,3,2,6,3,0,6,0,3,2,0
7595,6.0,33,114,75,17,1,7,2,10,7,0,5,0,3,2,0
7596,510.0,44,24,25,6,2,3,1,8,6,3,6,1,7,2,0
7597,710.0,37,109,73,0,0,2,2,1,4,6,5,0,3,0,23
7598,246.0,46,22,36,23,2,6,5,6,3,3,5,1,7,2,0
7599,73.0,62,114,75,10,0,3,2,8,6,6,5,0,3,2,0
7600,267.0,23,4,0,6,2,0,0,0,6,0,5,1,11,3,12
7601,6.0,27,62,0,6,0,0,2,8,6,6,5,0,3,2,0
7602,22.0,19,87,0,23,0,0,2,6,3,3,5,0,3,2,0
7603,31.0,24,114,14,23,2,2,2,6,3,6,8,0,3,2,0
7604,58.0,19,114,73,6,0,2,2,6,3,6,5,0,3,2,0
7605,4010.0,28,24,7,6,2,3,6,8,6,3,5,1,7,2,0
7606,239.0,28,4,0,23,1,0,0,0,3,6,5,1,11,3,12
7607,0.0,34,48,21,23,1,7,2,6,3,6,5,0,3,2,0
7608,0.0,27,48,0,6,1,7,2,8,6,0,5,0,3,2,0
7609,430.0,32,114,0,0,2,0,0,0,8,6,5,1,11,3,12
7610,0.0,26,49,0,11,2,7,2,8,6,6,5,0,3,2,0
7611,3.0,59,114,11,23,2,3,2,6,3,6,5,0,3,2,0
7612,79.0,27,114,73,6,2,2,2,6,3,6,5,0,3,2,0
7613,0.0,22,114,11,6,2,7,7,6,3,0,5,1,5,2,0
7614,480.0,35,114,0,11,0,0,2,8,6,6,5,0,3,2,0
7615,436.0,27,22,13,23,0,2,2,6,3,6,5,0,3,2,0
7616,370.0,28,45,0,6,2,0,2,8,6,6,5,0,3,2,0
7617,10.0,40,114,73,10,1,2,2,6,3,3,5,0,3,2,0
7618,23.0,29,114,32,23,2,3,2,6,3,0,5,1,3,2,0
7619,15.0,37,15,11,17,0,2,2,10,7,6,5,0,3,2,0
7620,37.0,27,48,0,23,1,7,2,6,3,6,5,0,3,2,0
7621,337.0,28,21,4,6,2,6,2,6,3,6,5,0,3,2,0
7622,24.0,36,15,0,6,2,2,2,6,3,6,5,0,3,2,0
7623,333.0,35,30,7,6,1,7,2,6,3,6,5,0,3,2,0
7624,3968.0,30,25,0,23,1,0,0,0,3,6,5,1,11,1,12
7625,569.0,31,106,0,23,1,7,2,6,3,3,5,0,3,2,0
7626,2.0,24,106,45,23,1,7,2,6,3,0,5,0,3,2,0
7627,3.0,62,87,75,11,0,3,1,8,6,3,5,1,7,2,0
7628,2.0,38,114,73,23,2,2,5,6,3,3,5,0,7,2,0
7629,38.0,22,106,11,17,1,7,7,10,7,0,5,1,7,2,0
7630,61.0,37,110,73,10,0,2,2,6,3,6,5,0,3,2,0
7631,34.0,34,114,43,23,0,3,5,6,3,3,5,0,7,2,0
7632,4640.0,31,24,25,23,2,3,2,6,3,6,5,1,3,2,0
7633,6.0,28,114,75,17,1,3,2,10,7,3,5,1,3,2,0
7634,676.0,35,131,63,10,1,6,2,8,6,6,5,1,3,2,0
7635,60.0,37,114,73,6,0,2,2,8,6,6,5,0,3,2,0
7636,22.0,70,70,73,10,0,2,6,8,6,3,5,0,7,2,0
7637,716.0,27,13,0,6,2,0,2,6,3,6,5,0,3,2,0
7638,8.0,32,70,73,23,1,3,4,6,3,3,5,1,7,2,0
7639,22.0,39,114,75,10,1,3,2,8,6,6,5,1,3,2,0
7640,10.0,32,70,73,10,1,2,2,6,3,6,5,0,3,2,0
7641,3.0,37,110,73,6,2,2,7,6,3,0,5,0,7,2,0
7642,193.0,41,87,73,6,2,3,2,6,3,6,5,0,3,2,0
7643,9.0,19,114,73,23,0,3,2,6,3,0,5,0,3,2,0
7644,18.0,58,131,63,6,2,6,2,6,3,6,5,1,3,2,0
7645,46.0,22,109,73,17,2,2,2,11,8,6,5,0,3,3,25
7646,404.0,35,4,0,0,2,0,0,0,8,6,5,1,11,3,12
7647,7.0,40,131,63,11,0,6,5,8,6,3,5,0,7,2,0
7648,109.0,29,110,73,10,2,2,2,6,3,6,5,0,3,2,0
7649,0.0,28,114,43,23,1,7,2,6,3,4,5,0,3,2,0
7650,4659.0,36,43,19,17,1,3,2,10,7,6,5,0,3,2,0
7651,16.0,36,110,73,6,2,2,6,6,3,3,5,1,7,2,0
7652,17.0,23,114,73,10,0,3,2,8,6,6,5,0,3,2,0
7653,27.0,33,114,0,23,0,0,2,6,3,6,5,0,3,2,0
7654,28.0,41,15,0,6,2,0,5,8,6,3,5,1,7,2,0
7655,14.0,36,70,73,10,1,3,6,8,6,6,5,0,7,2,0
7656,38.0,25,110,73,6,2,2,2,6,3,6,5,1,3,2,0
7657,23.0,22,114,43,23,0,2,5,6,3,3,5,0,7,2,0
7658,8.0,26,114,75,23,1,3,5,6,3,3,5,0,7,2,0
7659,354.0,28,48,0,10,1,7,2,8,6,0,5,0,3,2,0
7660,12.0,26,114,0,10,2,0,2,8,6,6,5,0,3,2,0
7661,22.0,32,45,0,6,0,2,7,8,6,0,5,1,7,2,0
7662,51.0,37,114,75,10,1,3,2,6,3,6,5,1,3,2,0
7663,1136.0,56,114,0,23,0,0,6,6,3,3,5,0,7,2,0
7664,174.0,66,62,73,11,1,7,6,8,6,3,5,1,7,2,0
7665,17.0,31,114,75,17,1,3,5,10,7,3,5,1,7,2,0
7666,91.0,60,15,11,10,0,2,2,8,6,6,5,0,3,2,0
